text,label
"Seagate ships 400GB hard disk drive. NOVEMBER 17, 2004 (IDG NEWS SERVICE) - Seagate Technology LLC said yesterday that it has started shipping a hard disk drive, targeted at PCs, that offers 400GB of storage space.",Sci/Tech
U.S. Returns Stolen Mexican Altarpiece (AP). AP - The U.S. ambassador formally returned a 300-year-old wooden altarpiece to Mexico on Tuesday that thieves had tried to sell in the United States.,World
US senator calls on Annan to quit. Republican Senator Norm Coleman calls on UN head Kofi Annan to quit over the oil-for-food scandal.,World
"Honda Takes 45 Stake in British American #39;s F-1 Team (Update1). Honda Motor Co., Japan #39;s third- largest carmaker, said it will take 45 percent stake in British American Tobacco Plc #39;s Formula One team, owning part of a team for the first time in 36 years.",Sports
HP and Hitachi offer 300GB disk drives. Hitachi Global Storage Technologies and Hewlett Packard yesterday announced availability of what they claim are the industry #39;s first storage and server systems offering 300GB Fibre Channel and small computer system interface (SCSI) disk drive capacity.,Sci/Tech
"China #39;s high-tech hero. Liu Chuanzhi,chairman of Lenovo, theChinese computer company, clearly recalls his early tentative dealings with International Business Machines, the mighty US technology group, in 1985.",Business
"Tech Titans (Forbes.com). Forbes.com - Steve Ballmer\ #36;12.6 billion\Microsoft. Redmond, Wash.\48. Married, 2 children\""I'm confident we have some of the greatest dollar growth prospects in front of us of any company in the world, full stop, period--without question, it's there."" So said Microsoft's chief executive and boisterous booster in July. Cites corporate servers and America's living room, where Xbox commands a growing share of U.S. gaming market. ...",Sci/Tech
"AIG settles fraud claims for \$126m. American International Group, the world #39;s largest insurance firm, yesterday agreed to pay \$126m (67m) to settle allegations that the company helped clients to commit accounting fraud.",Business
"Internet browser: Mozilla Vs Microsoft. As browsers like Mozilla and Opera find more widespread use, Microsofts Internet Explorer is facing a new challenge to its superman status in the world of browsers, says LinuxInsider in its sneak preview of new Mozilla Firefox browser.",Sci/Tech
Motorola stock rises; company to realign businesses. Motorola Inc. #39;s shares bounced back Monday after falling sharply at the end of last week amid conflicting views on how the telecommunications equipment supplier would fare if Sprint Corp.,Business
"No relief as IMF and World Bank talks on poor end in failure. THE worlds leading finance officials and ministers yesterday failed to reach agreement on debt relief for the poorest nations. Wrapping up a weekend of IMF and World Bank talks in Washington, no agreement appeared to have been secured.",Business
"Sumitomo puts \$29 bn takeover bid for UFJ. Sumitomo Mitsui Financial Group (SMFG), Japans second largest bank, today put forward a 3,200 billion (\$29 billion) takeover bid for United Financial Group (UFJ), the countrys fourth biggest lender, in an effort to regain initiative in its bidding ",Business
"Hollywood to Help NASA Catch Space Probe. na meeting of the cinematic with the scientific, Hollywood helicopter stunt pilots will try to snatch a returning NASA space probe out of the air this morning before it hits the ground.",Sci/Tech
"Sakhalin to Supply America. A Royal Dutch/Shell-led group building the world #39;s largest liquefied natural gas plant on Sakhalin Island has clinched its first term supply deal in North America, the group said Thursday.",Business
"Britain wants UN to set Khartoum clear targets over Darfur. LONDON : Britain wants the UN Security Council to set clear benchmarks for assessing Sudan #39;s efforts to end the humanitarian crisis in its war-torn Darfur region, Foreign Secretary Jack Straw said.",World
General Electric Settles Welch Contract Probe With Regulators. General Electric Co. said it settled allegations with the US Securities and Exchange Commission that it didn #39;t fully disclose perks such as an apartment and wine for retired Chief Executive Officer Jack Welch.,Business
"Office Depot Ousts Chief, Citing Need for Growth. By Bloomberg News. Office Depot, which lost its place as the world #39;s No. 1 office-supplies retailer to Staples three years ago, ousted its chairman and chief executive, Bruce Nelson, yesterday.",Business
Big Anti-Induce Campaign Planned. A music-activism group is staging a massive call-in to congressional members Tuesday to protest the Induce Act and urge protection of consumers' rights to music and movies they own. By Katie Dean.,Sci/Tech
Rugby: Woodward for Lions. The Lions committee confirms Sir Clive Woodward as coach for New Zealand tour.,World
New species of flightless bird #39;s days may be numbered. TWITCHERS should book their plane tickets as soon as possible. Wildlife experts yesterday claimed to have discovered a new species of bird in the Philippines. But they immediately warned that the flightless Calayan rail could be driven to extinction by ...,Sci/Tech
"Get a Ball at the Open? Toss It Back (AP). AP - Andre Agassi took a victory swing, whacking the ball into the upper deck at Arthur Ashe Stadium. Sitting high in section 133, Melody Rajacic wound up with the specially stamped Wilson I.",Sports
French girls expelled over veils. Three more Muslim girls have been expelled from schools in France for defying the new ban on headscarves. They join two girls expelled on Tuesday - one of whom told a French newspaper it had destroyed her life.,World
"US Wants a Trustee Named to Oversee United #39;s Pensions. ASHINGTON, Aug. 17 (AP) - A legal overseer will be appointed to represent participants in United Airlines #39; pension plans now that the company has halted contributions, the Labor Department said on Tuesday. ",Business
"California Backs Merger of 2 Giant Blue Cross Plans. Anthem and Wellpoint Health Networks finally won approval from John Garamen, Californias insurance commissioner, to create the nation's largest health insurer.",Business
"Forstmann announces deal for IMG. Buyout firm Forstmann Little  amp; Co. has signed a definitive agreement to acquire Cleveland, Ohio-based IMG. IMG is being acquired from trusts established by the late Mark McCormack, who founded the company, and ",Business
"Paul Hamm keeps Olympic gold. (Lausanne, Switzerland-AP) Oct. 21, 2004 - The Court of Arbitration for Sport says you can #39;t change the result of a gymnastics sports competition based on hindsight.",Sports
Airline cuts bring longer layovers. The scramble by big traditional US airlines to become profitable again is leaving many travelers with longer airport layovers. The typical American Airlines passenger connecting ,Business
"Google CEO Says Company Proud of Auction-Style IPO.  SAN FRANCISCO (Reuters) - The chief executive of Google  Inc. said the Web search company was ""proud"" of its recent  auction-style initial public offering, but said he did not know  if it would change the way companies choose to go public in the  future.",Sci/Tech
"SGI Takes Off With NASA Supercomputer. Forget the Earth Simulator and IBM #39;s Blue Gene/L, Silicon Graphics (SGI) (Quote, Chart) is laying claim to the fastest supercomputer in the world.",Sci/Tech
Chimps From Dutch Lab Face Housing Crisis (AP). AP - Dozens of chimpanzees from a Dutch laboratory face a housing crisis after plans for their early retirement on the Spanish coast collapsed because of residents' fears they would carry infectious diseases.,Sci/Tech
"Freshman Helps Sooners Run Past Longhorns. In just his fifth college game, Adrian Peterson ran for 225 yards and made many big plays when No. 2 Oklahoma needed it most.",World
Jol confirmed as Spurs boss. Tottenham have confirmed that Martin Jol will take over as head coach following Jacques Santini #39;s surprise resignation on Friday.,Sports
"First Look: HP's Hefty Media Center Notebook. Pavilion ZD8000 is a TV lover's dream, but it's no lightweight and it doesn't come cheap.",Sci/Tech
"Programming experience up for grabs. &lt;strong&gt;Site Offer&lt;/strong&gt; 12 great guides, 12 great prices",Sci/Tech
"Finns in Toronto is case Canada loses, Slovakia #39;s Chara OK to play. TORONTO (CP) - Team Finland arrived in Toronto on Tuesday on the off-chance that Canada loses its World Cup of Hockey quarter-final game against Slovakia.",Sports
Tomlinson Expects to Start Against Raiders (AP). AP - Chargers running back LaDainian Tomlinson practiced Friday and is expected to start against the Oakland Raiders on Sunday.,Sports
Beckham to play beyond 2006 World Cup. England captain David Beckham has denied reports that he plans to retire from international soccer after the 2006 World Cup and said he wants to play for his country as long as possible.,Sports
"Flautre: Referendum Proposal is a Shame. Helene Flautre, a French citizen and Chairwoman of the European Parliament (EP) #39;s Subcommittee on Human Rights said that France #39;s proposed referendum on Turkey #39;s membership to the European Union (EU) is a shame.",Business
Ex-Boeing CFO guilty in hiring scam. Former Boeing Co. Chief Financial Officer Michael Sears pleaded guilty Monday to one felony count of aiding the illegal hiring of a US Air Force official to a top job at the company.,Business
"NASA #39;s Longest-Serving Astronaut to Retire. The longest serving astronaut in history, who flew twice to the moon and commanded the first space shuttle mission, has announced his retirement after 42 years at NASA.",Sci/Tech
"Keith Henson Needs Help. For those who don't know him, Keith Henson co-founded the L5 Society, was President of Xanadu Corporation and was a featured character in The Great Mambo Chicken and the Transhuman Condition: Science Slightly Over the Edge.  He's about to be deported from Canada to the United States where he faces time in the infamous California prison system.",Sci/Tech
DNA tests identify embassy suicide bomber. Indonesian police said yesterday that DNA tests had identified a suicide bomber involved in a deadly attack this month on the Australian embassy in Jakarta.,World
"US has no contact with Hamas, spokesman says. The United States on Tuesday rejected the saying that it had held contacts with Hamas as a leader of the radical Palestinian group has claimed.",World
Trojan Felix Sanchez Wins Olympic Gold Medal In 400-Meter Hurdle. ATHENS -- Trojan hurdler Felix Sanchez of the Dominican Republic won the gold medal in the 400-meter hurdle today (Aug. 26) at the 2004 Athens Olympics.,Sports
"Foreign secretary visits Iraq. Foreign Secretary Jack Straw has arrived in northern Iraq for talks with Kurdish political leaders. The plans were not published before Mr Straw trip, which comes amid the continuing crisis over British hostage Ken Bigley.",World
"Soldier Says Mission Not Refused From Fear (AP). AP - A soldier from an Army Reserve unit whose members refused to deliver fuel along a dangerous route in Iraq says he and others did not act out of fear, as the soldier's father has said.",World
IBM says supercomputer breaks speed record. NEW YORK - IBM is claiming unofficial bragging rights as owner of the world #39;s fastest supercomputer. IBM says its still-unfinished  quot;BlueGene System quot; can sustain speeds of 36 teraflops.,Business
Yen Rises on Corporate Sentiment Poll.  TOKYO (Reuters) - The yen rose on Friday after a closely  watched Bank of Japan (BOJ) survey showed further improvement  in Japanese business sentiment.,Business
"Oil Giveth, Oil Taketh Away. With the stock market looking to start a fourth week of gains, another drop in oil prices gave aid to some stocks Monday but pulled the rug out from under others.",Business
"Security Fears Still Blocking WLAN Adoption. Despite the best efforts of the Wi-Fi industry to assure companies wireless networking is safe in the workplace, a new survey of executives finds security remains the leading barrier to WLAN adoption.",Sci/Tech
"History not on UF #39;s side. GAINESVILLE  Florida defensive end Derrick Harvey has facial hair. He weighs 235 pounds and stands 6 feet 6. By society #39;s physical standards, Harvey certainly is considered an adult.",Sports
"Team on the take: Bengals like to force issue. Bill Belichick news rarely cites statistics to make a point. So when a particular figure impresses the Pats #39; coach, it #39;s got to be a doozy.",Sports
New Scrutiny for Airline Bailout Plan Three Years After Sept. 11. The federal loan board that was created in 2001 to help assure the survival of the floundering airline industry may ultimately face the opposite task.,Business
"If Hockey Is Out, Best Thing on Ice May Be a Computer Game. A cable channel plans to resurrect each of the 1,230 regular-season games listed on the league's defunct 2004-2005 schedule by setting them in motion on a video game console.",Sci/Tech
Arsenal hold Chelsea. A gripping game between Arsenal and Chelsea ends with the honours finishing even at Highbury.,World
"Siebel Systems Delivers Q3 Profit (NewsFactor). NewsFactor - Siebel (Nasdaq: SEBL) topped expectations in its \third-quarter earnings results, registering a profit, higher sales and an increase in software-license revenue from the previous quarter.",Sci/Tech
"Boston Red Sox make history. Believe it, New England -- the Boston Red Sox are in the World Series. And they got there with the most unbelievable comeback of all, with four sweet swings after decades of defeat, shaming the dreaded New York Yankees.",Sports
"When Private Passions Meet Public Journalism.  Should Fox News keep relying on a political reporter who privately mocked John Kerry as a well-manicured ""metrosexual""?",World
"US, EU take Boeing, Airbus dispute to WTO. WASHINGTON -- Intensifying a high-altitude trade war, the United States and the European Union filed dueling legal complaints at the World Trade Organization yesterday, charging each other with showering illegal subsidies on The Boeing Co.",Business
"Mexico Churches Wage High-Tech War on Cell Phones.  MONTERREY, Mexico (Reuters) - Some Mexican churches are  using state-of-the-art technology developed by Israeli  electronic warfare experts to silence cell phones that ring  during mass, church officials said on Tuesday.",Sci/Tech
"President to open EC hospital. CAPE TOWN - President Thabo Mbeki, who was still in Ivory Coast yesterday, is scheduled to perform the official opening of Mthatha #39;s Nelson Mandela Academic Hospital tomorrow, the Eastern Cape Health Department announced yesterday.",World
Md. Land Sell-Off Proposals Resisted. Key lawmakers will try to amend the state constitution to curtail the governor's ability to sell off state-owned properties -- especially land bought in the name of preservation.,Business
More feared dead after quake in Indonesia #39;s Papua. A series of aftershocks in Indonesia #39;s remote Papua province on Saturday hampered rescue efforts a day after a major earthquake killed at least 13 people and injured 65.,World
SINGH ON SONG YET AGAIN. Vijay Singh #39;s magical season marches on after the Fijian claimed claimed his ninth win of the season last night - the most on the PGA Tour in 54 years - as he cruised to a five-stroke victory at the Chrysler Championship.,Sports
"Giants Topple Padres. Jerome Williams pitches seven strong innings in his first start in two months and San Francisco jumps back into a tie for the wild-card lead by beating San Diego, 4-1.",Sports
"Former CA chief Sanjay Kumar indicted on fraud charges. Computer Associates International Inc. CEO Sanjay Kumar and CA's former head of worldwide sales, Stephen Richards, have been indicted on charges of securities fraud conspiracy and obstruction of justice, federal prosecutors announced this afternoon.",Sci/Tech
"Al-Zarqawi #39;s group calls for release of CARE executive Margaret &lt;b&gt;...&lt;/b&gt;. CAIRO, Egypt There #39;s been a call for the release of the CARE International director in Iraq, Margaret Hassan, and it purportedly comes from the terrorist group led by Abu Musab al-Zarqawi (AH #39;-boo MOO #39;-sahb zahr-KOW #39;-ee).",World
FT gets Collins Stewart claim struck out. The Financial Times today won its action to strike out a record 230.5m libel damages claim from City brokers Collins Stewart that could have closed down the pink paper.,Business
The man who killed Veerappan. It is perhaps appropriate that the man who has killed the most-wanted brigand in the country should be called K Vijay Kumar. The 1975 batch police officer from the Tamil Nadu cadre had volunteered in 2000 ,World
Napster Tests Music-On-The-Go Subscription Service. Napster on Thursday said it #39;s testing a monthly subscription service that would let customers download an unlimited number of songs and play them on portable music devices ,Sci/Tech
"Grand Theft Auto: San Andreas #39; has few faults.  quot;Grand Theft Auto: San Andreas, quot; \$49.99, www.rockstargames.com/sanandreas/. Format: PlayStation 2. Players: 1-2. Category: Action.",Sci/Tech
British Ex-Guantanamo Detainees Sue Rumsfeld (Reuters). Reuters - Four British former inmates of the\U.S. detention center at Guantanamo Bay sued Defense Secretary\Donald Rumsfeld and others Wednesday saying they were tortured\in violation of U.S. and international law.,World
Qwest to pay \$250M in settlement?. Source says local phone company won #39;t deny or admit to charges of financial and disclosure fraud. WASHINGTON (Reuters) - Qwest Communications International Inc.,Business
SCO challenges IBM witnesses. The Linux adversary again demands evidence from Big Blue and cites allegedly contradictory testimony.,Sci/Tech
"Germany wins women #39;s under-19 soccer title; US is third. Germany won the FIFA Under-19 Women #39;s World Championship on Saturday with a 2-0 victory over China. The United States finished third, beating Brazil 3-0 in the earlier game.",Sports
Japan closes Citigroup branches. Japanese regulators shut four branches of Citigroup's private banking operations for breaking the law. ,Business
"Transsexual Golfer Qualifies For European Tour. TARANTO, Italy -- A 37-year-old Dane has become the first transsexual golfer to qualify for the Ladies European Tour. Mianne Bagger said she #39;s naturally delighted to be able to finally fulfill a childhood ambition.",Sports
"Latest Tungsten T5 Adds Power, Resolution. PalmOne (Quote, Chart), maker of the lower-priced Zire handheld and the Treo smartphone, unveiled the Tungsten T5 handheld Monday, which adds heaps of memory and an Intel 416MHz XScale processor.",Sci/Tech
" #39;Several dead #39; and 150 injured as train derails. AT LEAST one person was killed and as many as 150 were injured last night, 30 seriously, when a high-speed train travelling from London to the West Country was derailed after colliding with a car at an unmanned level crossing.",World
"CORRECTED - US stocks rise slightly, Intel offsets jobs data. In NEW YORK item headlined  quot;US stocks rise slightly, Intel offsets jobs data, quot; please read in paragraph 12,  quot; ... By Friday afternoon, the euro was at \$1.3458, a new record high against the dollar, according to Reuters data.",Business
Arafats Demise  a Never-Ending Story. Wednesday saw another twist in the drawn-out cliffhanger on Yasser Arafats demise which started 13 days ago. The senior Palestinian Muslim cleric Sheikh Taissir Tamimi who was dispatched to the Percy hospital ,World
"Timeline of the Pacers-Pistons brawl. Here is a look at the series of events in the brawl Friday night involving the Indiana Pacers, Detroit Pistons and fans at The Palace in Auburn Hills, Mich.",Sports
"Killing of Filmmaker Yields Indictments in Netherlands. Description: Dutch authorities have indicted seven people in murder of a provocative filmmaker. Theo Van Gogh made films critical of Islamic violence against women and insulted Christians, Jews and others.",World
"USDA: Mad Cow Test Result 'Inconclusive' (Reuters). Reuters - First-round screening tests returned\""inconclusive"" results for mad cow disease from one animal and\samples were being submitted for final and more sophisticated\analysis, the U.S. Agriculture Department said on Thursday.",Business
"New Home Sales Jump 9.4 Pct in August.  WASHINGTON (Reuters) - U.S. new home sales jumped a  surprising 9.4 percent in August, the fastest acceleration of  sales in almost four years, as a fresh dip in mortgage interest  rates attracted buyers, a government report showed on Monday.",Business
T-Mobile to battle iPod with music smart phone. T-Mobile is pitching its against the likes of Apple and Creative with a new smart phone specifically (nominally) designed for digital music playback.,Sci/Tech
"GAME DAY RECAP Monday, August 23. Scott Kazmir won his major league debut with five impressive innings, and Jose Cruz Jr. hit a three-run homer to lead the Tampa Bay Devil Rays past the Seattle Mariners 9-0 Monday night.",Sports
"Halliburton posts loss, meagre pickings in Iraq. HOUSTON, Texas, Oct 26 (AFP) - Halliburton, the oil services giant once run by US Vice President Dick Cheney, Tuesday reported a quarterly loss and only meagre pickings from its vast operations in Iraq.",Business
Paxil Maker Will Post Its Unfavorable Test Results. Drugmaker GlaxoSmithKline agreed Thursday to settle charges that it hid and misrepresented unfavorable data about the effectiveness and safety of its top-selling anti ,Business
"Science Magazine Names Mars Discovery Breakthrough of the Year. Before leaving Endurance Crater, Opportunity rovers panoramic camera, or Pancam, captured this view of  quot;Burns Cliff quot; at the base of the southeastern portion of the inner wall of the crater.",Sci/Tech
Valve Wins Cyber Caf Case. Valve announced recently that it had won the first round in the legal fight between it and publisher Vivendi Universal Games. The US Federal District Court in Seattle has upheld the complaint ,Sci/Tech
Comcast CEO offers olive branch to Bells. Comcast head Brian Roberts says he and archrivals should work in concert to fight government intervention. Verizon CEO rolls his eyes.,Sci/Tech
"DoJ Won #39;t Appeal Oracle #39;s Takeover Plans. Oracle (Quote, Chart) advanced its plans to acquire PeopleSoft Friday after the US Department of Justice said it would not appeal a ruling on an antitrust case that tried to block the merger.",Business
US demands Iran suspend all enrichment-related activities. The United States reiterated on Wednesday its demand that Iran must suspend all enrichment-related activities. Boucher claimed that Iran #39;s latest promises to suspend some ,World
"Christmas cheer to flow from OPEC oil price cuts. DRIVERS can look forward to cheaper petrol in the new year, with price cuts expected of up to 10c a litre. Oil ministers of the Organisation of Petroleum Exporting Countries (OPEC) agreed in Cairo on Friday ",Business
"SBC Offers  #36;19.95/month Broadband to New Customers (Reuters). Reuters - SBC Communications  will\offer a high-speed Internet connection for  #36;19.95 per month to\new customers who buy a top-line calling plan and sign a\one-year contract, the company said on Wednesday.",Sci/Tech
"Bomb Alert Prompts Greek Plane to Land in London. A bomb threat prompted a Greek Olympic Airlines passenger plane to make an emergency landing, escorted by British Tornado jets, at London #39;s Stansted Airport on Sunday.",World
"UAL Wins OK for Exclusivity Extension (Reuters). Reuters - A U.S. bankruptcy court judge on Friday\approved a 30-day exclusivity extension for United Airlines,\giving the carrier another month to file its own reorganization\plan without competing plans from creditors.",Business
"IMF head sees no consensus on demand by poor countries for a greater voice (AFP). AFP - Developing countries are agitating for greater decision-making power in the International Monetary Fund and the World Bank, but the head of the IMF acknowledged that political consensus on the question was lacking.",Business
Chavez Allies Name Supreme Court Justices. President Hugo Chavez's allies in Congress appointed 17 new justices to the supreme court Monday as opposition parties accused the leader of stacking the nation's highest court with government-friendly magistrates.,World
"2 Kidnapped in Iraq, 2 Others Freed (AP). AP - Armed assailants attacked a convoy of Turkish trucks delivering supplies to U.S. forces in Iraq and took two Turkish drivers hostage, their company said Monday.",World
"Web Holiday Sales Off to Strong Start. &lt;p&gt;\&lt;/p&gt;&lt;p&gt; By Lisa Baertlein and Emily Chasan&lt;/p&gt;&lt;p&gt; SAN FRANCISCO/NEW YORK (Reuters) - U.S. online shoppers,\who set spending and traffic records on Thanksgiving Day and\the ""Black Friday"" that followed, were expected to break new\ground again as they returned to work on what some are calling\""Blue Monday.""&lt;/p&gt;",Sci/Tech
Chile Asks Pinochet to Explain \$8 Million US Bank Accounts. Chile #39;s former dictator Augusto Pinochet reportedly is the target of an investigation in his homeland probing up US bank accounts controlled by the ex-president.,Business
Update 2: Roche Says Drug Improves Chemotherapy. Swiss drug giant Roche said Monday that its Tarceva drug improves the results of chemotherapy in prolonging the lives of patients with advanced pancreatic cancer.,Business
Microsoft Expands Source Code Sharing. By ALLISON LINN    SEATTLE (AP) -- Microsoft Corp. (MSFT) is expanding a program to give government organizations access to some of its tightly guarded software blueprints amid growing competition from rivals who make such source code freely available...,Sci/Tech
"HP Launches Ad Push for CE Products. Looking to push its brand beyond the PC, Hewlett-Packard today launched a major product effort into consumer electronics, including the much-anticipated rollout of its HP-branded iPod music ",Sci/Tech
Shipbuilder ordered to stop using Woods #39; name. A judge has ordered a shipbuilder to stop using Tiger Woods #39; name and a photograph of his luxury yacht  quot;Privacy quot; for financial gain.,Sports
Mobiles in aircraft edge closer. Soon you could be using your mobile phone on flights as easily as you do on the High Street. A two-year investigation has shown that mobiles can be used on planes without interfering with navigation systems.,Sci/Tech
"TOO MUCH TOO SOON FOR TITO. If a week is a long time in politics, just how long is almost three years in boxing? That is how long Felix Trinidad will have been inactive when he meets Nicaraguan wildman Ricardo Mayorga in New York this weekend.",Sports
"Italy's Pennetta Wins Idea Prokom Open (AP). AP - Italy's Flavia Pennetta won the Idea Prokom Open for her first WTA Tour title, beating Klara Koukalova of the Czech Republic 7-5, 3-6, 6-3 Saturday after French Open champion Anastasia Myskina withdrew before the semifinals because of a rib injury.",Sports
"Apple unveils location of six mini stores (MacCentral). MacCentral - At a private viewing in Palo Alto, Calif., Apple Computer Inc. on Thursday unveiled its new ""mini"" retail store design. The new stores will be opening this Saturday at 10 a.m. in Palo Alto, CA; San Jose, CA; Santa Rosa, CA; Tukwila, WA; Bridgewater, NJ; and Rockaway, NJ.",Sci/Tech
"Hong Kong rights group snubs British official over free speech row (AFP). AFP - A Hong Kong rights group has boycotted a meeting with a visiting British official, accusing London of failing to speak up in support of pro-democracy politicians in the territory.",World
"IBM develops world #39;s fastest supercomputer: reports. NEW YORK, Sep 30, 2004 (Kyodo via COMTEX) -- International Business Machines Corp. has developed the world #39;s fastest supercomputer, US media reported Wednesday.",Sci/Tech
"British Hostage #39;s Mom Pleads for His Life. LONDON Sept. 23, 2004 - The 86-year-old mother of a Briton held hostage in Iraq pleaded with his captors to free him Thursday, days after they beheaded two Americans kidnapped along with him.",World
When War Games Meet Video Games. A Department of Defense group tests a new battle simulator to see what it can learn about urban combat. But this ain't no SimCity. By Amit Asaravala.,Sci/Tech
XML: Too much of a good thing?. Explosion of special-interest XML dialects could mean the standard is a success or could be the start of a new headache.,Sci/Tech
Presidents Call on U.S. to Help Tsunami Survivors (Reuters). Reuters - U.S. presidents past and present\appealed to Americans on Monday to help victims of the Asian\tsunami as one of the biggest aid efforts in history struggled\to bring food and water to millions of desperate survivors.,World
"Israeli strike kills three Fatah militants. JENIN: Israel fired a missile at a Palestinian car in the West Bank on Monday, killing at least three militants, Palestinian witnesses and medics said.",World
"Four finalists selected in bids for 2009 Super Bowl. Atlanta, Houston, Miami and Tampa, Fla., were selected as the four finalists for the 2009 Super Bowl. The four were recommended by a committee of owners at a meeting in Atlanta on Wednesday.",Sports
"Dollar bounces back from low. The dollar bounces back from earlier lows, amid hopes of central bank intervention to support the currency.",World
"Garcia battles for the lead. Valderrama, Spain - Overnight leader Sergio Garcia came back from a disastrous start to his second round of the Volvo Masters to keep himself atop the leaderboard here on Friday.",Sports
"Storm-Battered Haiti's Endless Crises Deepen. Tropical Storm Jeanne's devastation of Gonaves, Haiti, has exposed the fragility of the country seven months after President Jean-Bertrand Aristide resigned.",World
"Iran Sees Small Chance of UN Economic Sanctions.  TEHRAN (Reuters) - Iran believes there is only a 10 percent  chance the U.N. Security Council will impose economic sanctions  on it if Washington succeeds in sending its nuclear case there,  a senior security official said on Friday.",World
"Google Up in Market Debut After Bumpy IPO.  NEW YORK/SEATTLE (Reuters) - Google Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=GOOG.O target=/stocks/quickinfo/fullquote""&gt;GOOG.O&lt;/A&gt; shares  made their long-awaited stock market debut on Thursday, rising  sharply to \$100 after an initial public offering marked by  missteps and lackluster market conditions.",Business
"Stunning Real dazzle with 6-1 win. Real Madrid have made a sparkling return to their top form with a rousing 6-1 Primera Liga victory over an out-classed Albacete. Ronaldo, Zidane and Raul found the net on Sunday in a dramatic ",Sports
"No need for rate rise yet as Australian economy bounds along: central bank (AFP). AFP - Australia's central bank has eased fears of a pre-Christmas interest rate rise, saying it sees no need yet for an increase in a buoyant economy firmly underpinned by global recovery and strong commodity prices.",Business
"Bush Election Causes Suicide. \\Wow... poor  kid.\\""NEW YORK (AP) -- A 25-year-old from Georgia who was distraught over President\Bush's re-election apparently killed himself at ground zero.""\\""Andrew Veal's body was found Saturday morning inside the off-limits area of\the former World Trade Center site, said Steve Coleman, a spokesman for the\Port Authority of New York and New Jersey.""\\""A shotgun was found nearby, but no suicide note was found, Coleman said.""\\""Veal's mother said her son was upset about the result of the presidential\election and had driven to New York, Gus Danese, president of the Port\Authority Police Benevolent Association, told The New York Times in Sunday's\editions.""\\",Sci/Tech
"VoIP unplugged, as Wi-Fi meets Net phoning. Announcements by Vonage, Net2Phone, Boingo underscore collision course of Internet telephony and wireless broadband.",Sci/Tech
"VMWare reveals Ace in the hole. Using its strengths in virtual machine technology, VMWare on Monday unwrapped new beta software for the desktop that allows administrators to more securely deploy and mange work environments outside the corporate network.",Sci/Tech
"Unprotected PCs can be hijacked in minutes. and doing nothing else -xposes your PC to non-stop, automated break-in attempts by intruders looking to take control of your machine surreptitiously.",Sci/Tech
Beckham May Miss 6 Weeks With Cracked Rib. David Beckham could be sidelined up to six weeks after cracking a rib during England's 2-0 World Cup qualifying victory over Wales in which he scored a goal and drew a suspension for the next game.,Sports
Stronger provisions. NEWS Corporation has agreed to retain its full foreign listing on the Australian Stock Exchange if shareholders approve the company #39;s proposal to shift to the US.,Business
"Kathmandu hit by  #39;rebel #39; blasts. Suspected Maoist rebels in Nepal have set off two bombs in Kathmandu, on the third day of a blockade of the capital. ",World
"Apple Rocks with U2, Rolls Out iPod Photo (Reuters). Reuters - Apple Computer Inc. has hooked\up with Irish rock band U2 to launch the iPod U2 Special\Edition, a black edition of its popular digital music player\that holds up to 5,000 songs.",Sci/Tech
News: Meet the Peeping Tom worm. A worm that has the capability to using webcams to spy on users is circulating across the Net.\,Sci/Tech
"It #39;s simple: Six outs too much to ask of A #39;s bullpen. OAKLAND -- -- The essential difference between the A #39;s and the Anaheim Angels, so narrow yet so pronounced, rang loud and clear Saturday, distilled to a single inning.",Sports
"Credit card costs buried in the fine print. If you have a credit card with a variable interest rate, you may have noticed your rates have been going up.",Business
"No airing of the pairings. It is a team game, this Ryder Cup stuff that will commence Friday at Oakland Hills Country Club. So what are the teams? For the Americans, captain Hal Sutton isn't saying.",Sports
Blair's 'Freebie' Summer Holidays Irk Britons.  LONDON (Reuters) - Two continents. Three luxury mansions  courtesy of friends. Endless sun and sea. And a front-row seat  for the Olympics to boot.,World
"IBM signs \$180M outsourcing deal with Dun  amp; Bradstreet. OCTOBER 21, 2004 (COMPUTERWORLD) - IBM has signed a seven-year, \$180 million IT outsourcing deal with Short Hills, NJ-based Dun  amp; Bradstreet Corp.",Sci/Tech
"Firefox aims for 10 percent of Web surfers. Bart Decrem, marketing contact for the Mozilla Foundation, told ZDNet UK on Friday that he expects the browser #39;s market share to reach 10 percent by the end of 2005.",Sci/Tech
"Kerry Legal Team Member Is Issued Citation (AP). AP - A member of Democratic presidential candidate John Kerry's national legal team received a citation on accusations he solicited a prostitute, but the aide said it was the result of a misunderstanding.",World
UPDATE: Stockland To Unveil A\$7.5B Bid For GPT - Sources. SYDNEY (Dow Jones)--Australian diversified property group Stockland (SGP.AU) is set to launch a share-based bid for General Property Trust (GPT.,Business
"Raps down and out in LA. The Raptors have to be reminded sometimes that defence is not just something you put around the flower garden. They obviously forgot last night, losing a laugher to the Los Angeles Clippers 101-89 at the Staples ",Sports
"Collins Firmly Strides Into a Starting Role Without Any Misstep. It happens frequently in the NFL The starting quarterback gets hurt, and the backup has to take that nervous jog to the huddle and bark instructions, trying to ",Sports
Governing party leads in Romania. Romania #39;s former communists looked likely to retain power last night when exit polls put them comfortably ahead in elections for both parliament and president.,World
